Date,Open,High,Low,Close,Volume
2019-03-05 07:00:00,126.777,126.798,126.748,126.771,0
2019-03-05 08:00:00,126.771,126.839,126.687,126.725,0
2019-03-05 09:00:00,126.725,126.792,126.658,126.722,0
2019-03-05 10:00:00,126.722,126.915,126.669,126.877,0
2019-03-05 11:00:00,126.877,126.908,126.789,126.816,0
2019-03-05 12:00:00,126.817,126.826,126.716,126.773,0
2019-03-05 13:00:00,126.773,126.891,126.743,126.89,0
2019-03-05 14:00:00,126.891,126.928,126.717,126.722,0
2019-03-05 15:00:00,126.729,126.807,126.712,126.788,0
2019-03-05 16:00:00,126.788,126.82,126.623,126.636,0
2019-03-05 17:00:00,126.637,126.729,126.43,126.495,0
2019-03-05 18:00:00,126.496,126.538,126.425,126.521,0
2019-03-05 19:00:00,126.52,126.521,126.353,126.435,0
2019-03-05 20:00:00,126.434,126.478,126.396,126.452,0
2019-03-05 21:00:00,126.451,126.505,126.429,126.459,0
2019-03-05 22:00:00,126.459,126.498,126.44,126.492,0
2019-03-05 23:00:00,126.494,126.517,126.47,126.511,0
2019-03-06 00:00:00,126.501,126.501,126.373,126.427,0
2019-03-06 01:00:00,126.427,126.513,126.427,126.47,0
2019-03-06 02:00:00,126.47,126.481,126.274,126.318,0
2019-03-06 03:00:00,126.318,126.36,126.247,126.303,0
2019-03-06 04:00:00,126.303,126.349,126.242,126.26,0
2019-03-06 05:00:00,126.26,126.286,126.182,126.198,0
2019-03-06 06:00:00,126.198,126.278,126.196,126.275,0
2019-03-06 07:00:00,126.274,126.319,126.263,126.31,0
2019-03-06 08:00:00,126.31,126.377,126.263,126.366,0
2019-03-06 09:00:00,126.365,126.371,126.262,126.326,0
2019-03-06 10:00:00,126.325,126.464,126.304,126.427,0
2019-03-06 11:00:00,126.427,126.523,126.402,126.409,0
2019-03-06 12:00:00,126.409,126.46,126.376,126.448,0
2019-03-06 13:00:00,126.448,126.483,126.417,126.428,0
2019-03-06 14:00:00,126.431,126.459,126.338,126.354,0
2019-03-06 15:00:00,126.354,126.513,126.166,126.375,0
2019-03-06 16:00:00,126.375,126.475,126.287,126.354,0
2019-03-06 17:00:00,126.355,126.498,126.265,126.438,0
2019-03-06 18:00:00,126.439,126.527,126.312,126.382,0
2019-03-06 19:00:00,126.383,126.444,126.283,126.297,0
2019-03-06 20:00:00,126.297,126.377,126.284,126.354,0
2019-03-06 21:00:00,126.355,126.423,126.344,126.413,0
2019-03-06 22:00:00,126.413,126.436,126.389,126.398,0
2019-03-06 23:00:00,126.398,126.409,126.354,126.354,0
2019-03-07 00:00:00,126.365,126.384,126.311,126.312,0
2019-03-07 01:00:00,126.312,126.335,126.26,126.273,0
2019-03-07 02:00:00,126.273,126.318,126.199,126.259,0
2019-03-07 03:00:00,126.259,126.316,126.214,126.23,0
2019-03-07 04:00:00,126.228,126.281,126.218,126.247,0
2019-03-07 05:00:00,126.247,126.302,126.222,126.282,0
2019-03-07 06:00:00,126.282,126.304,126.238,126.238,0
2019-03-07 07:00:00,126.238,126.301,126.213,126.29,0
2019-03-07 08:00:00,126.291,126.351,126.286,126.294,0
2019-03-07 09:00:00,126.295,126.406,126.253,126.39,0
2019-03-07 10:00:00,126.39,126.421,126.334,126.366,0
2019-03-07 11:00:00,126.366,126.409,126.315,126.322,0
2019-03-07 12:00:00,126.32,126.372,126.299,126.346,0
2019-03-07 13:00:00,126.347,126.399,126.299,126.31,0
2019-03-07 14:00:00,126.309,126.372,126.041,126.132,0
2019-03-07 15:00:00,126.133,126.135,125.736,125.795,0
2019-03-07 16:00:00,125.794,125.806,125.276,125.34,0
2019-03-07 17:00:00,125.339,125.434,125.259,125.266,0
2019-03-07 18:00:00,125.265,125.324,125.065,125.139,0
2019-03-07 19:00:00,125.138,125.334,125.073,125.297,0
2019-03-07 20:00:00,125.295,125.296,125.109,125.11,0
2019-03-07 21:00:00,125.109,125.12,124.689,124.709,0
2019-03-07 22:00:00,124.71,124.829,124.662,124.81,0
2019-03-07 23:00:00,124.808,124.955,124.787,124.88,0
2019-03-08 00:00:00,124.895,124.924,124.762,124.906,0
2019-03-08 01:00:00,124.906,125.02,124.895,125.011,0
2019-03-08 02:00:00,125.011,125.018,124.739,124.744,0
2019-03-08 03:00:00,124.743,124.821,124.663,124.747,0
2019-03-08 04:00:00,124.746,124.909,124.68,124.85,0
2019-03-08 05:00:00,124.85,124.851,124.639,124.721,0
2019-03-08 06:00:00,124.721,124.733,124.519,124.573,0
2019-03-08 07:00:00,124.573,124.634,124.355,124.417,0
2019-03-08 08:00:00,124.417,124.493,124.302,124.482,0
2019-03-08 09:00:00,124.482,124.491,124.267,124.401,0
2019-03-08 10:00:00,124.401,124.515,124.388,124.424,0
2019-03-08 11:00:00,124.424,124.611,124.408,124.564,0
2019-03-08 12:00:00,124.565,124.72,124.527,124.701,0
2019-03-08 13:00:00,124.701,124.745,124.664,124.676,0
2019-03-08 14:00:00,124.676,124.714,124.641,124.696,0
2019-03-08 15:00:00,124.696,124.73,124.392,124.537,0
2019-03-08 16:00:00,124.538,124.704,124.425,124.676,0
2019-03-08 17:00:00,124.676,124.926,124.641,124.868,0
2019-03-08 18:00:00,124.871,124.98,124.818,124.916,0
2019-03-08 19:00:00,124.916,124.947,124.802,124.804,0
2019-03-08 20:00:00,124.804,124.895,124.796,124.854,0
2019-03-08 21:00:00,124.854,124.924,124.814,124.878,0
2019-03-08 22:00:00,124.881,124.882,124.725,124.811,0
2019-03-08 23:00:00,124.811,124.885,124.81,124.861,0
2019-03-11 00:00:00,124.87,124.883,124.667,124.795,0
2019-03-11 01:00:00,124.801,124.889,124.736,124.755,0
2019-03-11 02:00:00,124.755,124.773,124.474,124.493,0
2019-03-11 03:00:00,124.494,124.781,124.481,124.735,0
2019-03-11 04:00:00,124.736,124.786,124.69,124.773,0
2019-03-11 05:00:00,124.773,124.844,124.748,124.8,0
2019-03-11 06:00:00,124.8,124.839,124.795,124.819,0
2019-03-11 07:00:00,124.817,124.831,124.769,124.81,0
2019-03-11 08:00:00,124.81,124.956,124.808,124.926,0
2019-03-11 09:00:00,124.926,125.197,124.886,125.168,0
2019-03-11 10:00:00,125.167,125.177,125.062,125.077,0
2019-03-11 11:00:00,125.079,125.171,124.987,125.14,0
2019-03-11 12:00:00,125.14,125.148,124.941,125.073,0
2019-03-11 13:00:00,125.073,125.129,124.965,124.974,0
2019-03-11 14:00:00,124.974,125.004,124.842,124.861,0
2019-03-11 15:00:00,124.861,124.971,124.851,124.943,0
2019-03-11 16:00:00,124.942,125.01,124.913,125.006,0
2019-03-11 17:00:00,125.006,125.072,124.798,124.834,0
2019-03-11 18:00:00,124.834,124.972,124.815,124.954,0
2019-03-11 19:00:00,124.954,125.029,124.935,125.027,0
2019-03-11 20:00:00,125.026,125.068,124.978,125.007,0
2019-03-11 21:00:00,125.005,125.138,124.995,125.102,0
2019-03-11 22:00:00,125.101,125.104,125.03,125.031,0
2019-03-11 23:00:00,125.029,125.1,124.955,125.097,0
2019-03-12 00:00:00,125.098,125.458,125.07,125.381,0
2019-03-12 01:00:00,125.382,125.399,125.246,125.343,0
2019-03-12 02:00:00,125.341,125.462,125.272,125.443,0
2019-03-12 03:00:00,125.443,125.477,125.402,125.442,0
2019-03-12 04:00:00,125.442,125.468,125.395,125.425,0
2019-03-12 05:00:00,125.425,125.468,125.415,125.455,0
2019-03-12 06:00:00,125.455,125.455,125.272,125.273,0
2019-03-12 07:00:00,125.272,125.331,125.242,125.281,0
2019-03-12 08:00:00,125.28,125.327,125.224,125.324,0
2019-03-12 09:00:00,125.324,125.472,125.267,125.458,0
2019-03-12 10:00:00,125.457,125.695,125.404,125.684,0
2019-03-12 11:00:00,125.685,125.756,125.54,125.548,0
2019-03-12 12:00:00,125.548,125.567,125.427,125.466,0
2019-03-12 13:00:00,125.466,125.538,125.062,125.22,0
2019-03-12 14:00:00,125.22,125.467,125.166,125.439,0
2019-03-12 15:00:00,125.439,125.439,125.258,125.382,0
2019-03-12 16:00:00,125.383,125.404,125.25,125.389,0
2019-03-12 17:00:00,125.389,125.625,125.312,125.587,0
2019-03-12 18:00:00,125.589,125.82,125.541,125.766,0
2019-03-12 19:00:00,125.766,125.774,125.646,125.654,0
2019-03-12 20:00:00,125.654,125.741,125.642,125.711,0
2019-03-12 21:00:00,125.715,125.793,125.601,125.733,0
2019-03-12 22:00:00,125.73,125.734,125.604,125.674,0
2019-03-12 23:00:00,125.653,125.677,125.632,125.676,0
2019-03-13 00:00:00,125.676,125.709,125.658,125.664,0
2019-03-13 01:00:00,125.664,125.668,125.56,125.629,0
2019-03-13 02:00:00,125.628,125.722,125.597,125.63,0
2019-03-13 03:00:00,125.631,125.676,125.477,125.488,0
2019-03-13 04:00:00,125.488,125.563,125.447,125.471,0
2019-03-13 05:00:00,125.471,125.554,125.45,125.528,0
2019-03-13 06:00:00,125.528,125.62,125.516,125.569,0
2019-03-13 07:00:00,125.569,125.683,125.561,125.635,0
2019-03-13 08:00:00,125.634,125.647,125.563,125.632,0
2019-03-13 09:00:00,125.632,125.681,125.546,125.555,0
2019-03-13 10:00:00,125.556,125.817,125.553,125.739,0
2019-03-13 11:00:00,125.739,125.77,125.66,125.71,0
2019-03-13 12:00:00,125.71,125.804,125.693,125.741,0
2019-03-13 13:00:00,125.741,125.928,125.725,125.89,0
2019-03-13 14:00:00,125.89,125.946,125.786,125.795,0
2019-03-13 15:00:00,125.795,125.928,125.754,125.89,0
2019-03-13 16:00:00,125.89,125.945,125.834,125.862,0
2019-03-13 17:00:00,125.862,125.947,125.769,125.791,0
2019-03-13 18:00:00,125.789,125.857,125.69,125.762,0
2019-03-13 19:00:00,125.762,125.785,125.677,125.717,0
2019-03-13 20:00:00,125.717,125.885,125.633,125.781,0
2019-03-13 21:00:00,125.781,125.966,125.74,125.937,0
2019-03-13 22:00:00,125.937,126.021,125.873,125.899,0
2019-03-13 23:00:00,125.899,126.087,125.879,126.072,0
2019-03-14 00:00:00,126.072,126.132,126.059,126.124,0
2019-03-14 01:00:00,126.124,126.133,125.953,125.998,0
2019-03-14 02:00:00,125.998,126.059,125.927,125.968,0
2019-03-14 03:00:00,125.969,126.276,125.968,126.246,0
2019-03-14 04:00:00,126.246,126.294,126.202,126.235,0
2019-03-14 05:00:00,126.234,126.409,126.206,126.248,0
2019-03-14 06:00:00,126.249,126.322,126.222,126.308,0
2019-03-14 07:00:00,126.308,126.354,126.249,126.287,0
2019-03-14 08:00:00,126.286,126.34,126.221,126.259,0
2019-03-14 09:00:00,126.259,126.381,126.228,126.351,0
2019-03-14 10:00:00,126.351,126.557,126.351,126.492,0
2019-03-14 11:00:00,126.492,126.492,126.347,126.394,0
2019-03-14 12:00:00,126.394,126.399,126.146,126.186,0
2019-03-14 13:00:00,126.187,126.243,126.056,126.11,0
2019-03-14 14:00:00,126.11,126.251,126.058,126.17,0
2019-03-14 15:00:00,126.169,126.178,126.038,126.057,0
2019-03-14 16:00:00,126.057,126.204,126.006,126.112,0
2019-03-14 17:00:00,126.111,126.293,126.069,126.271,0
2019-03-14 18:00:00,126.271,126.358,126.229,126.244,0
2019-03-14 19:00:00,126.243,126.27,126.191,126.247,0
2019-03-14 20:00:00,126.247,126.348,126.192,126.259,0
2019-03-14 21:00:00,126.259,126.289,126.239,126.244,0
2019-03-14 22:00:00,126.244,126.27,126.212,126.237,0
2019-03-14 23:00:00,126.234,126.274,126.112,126.21,0
2019-03-15 00:00:00,126.211,126.289,126.206,126.274,0
2019-03-15 01:00:00,126.275,126.374,126.26,126.348,0
2019-03-15 02:00:00,126.348,126.493,126.343,126.455,0
2019-03-15 03:00:00,126.456,126.564,126.442,126.499,0
2019-03-15 04:00:00,126.499,126.518,126.375,126.474,0
2019-03-15 05:00:00,126.474,126.546,126.241,126.371,0
2019-03-15 06:00:00,126.371,126.423,126.333,126.421,0
2019-03-15 07:00:00,126.421,126.437,126.339,126.352,0
2019-03-15 08:00:00,126.353,126.452,126.335,126.418,0
2019-03-15 09:00:00,126.418,126.458,126.344,126.458,0
2019-03-15 10:00:00,126.454,126.534,126.434,126.445,0
2019-03-15 11:00:00,126.446,126.476,126.338,126.402,0
2019-03-15 12:00:00,126.402,126.478,126.388,126.446,0
2019-03-15 13:00:00,126.446,126.506,126.397,126.414,0
2019-03-15 14:00:00,126.414,126.434,126.188,126.201,0
2019-03-15 15:00:00,126.201,126.351,126.113,126.298,0
2019-03-15 16:00:00,126.297,126.436,126.271,126.369,0
2019-03-15 17:00:00,126.369,126.496,126.29,126.37,0
2019-03-15 18:00:00,126.369,126.382,126.17,126.2,0
2019-03-15 19:00:00,126.2,126.239,126.161,126.205,0
2019-03-15 20:00:00,126.205,126.215,126.16,126.201,0
2019-03-15 21:00:00,126.202,126.242,126.174,126.226,0
2019-03-15 22:00:00,126.227,126.313,126.189,126.205,0
2019-03-18 00:00:00,126.218,126.291,126.218,126.264,0
2019-03-18 01:00:00,126.264,126.289,126.191,126.263,0
2019-03-18 02:00:00,126.263,126.317,126.243,126.276,0
2019-03-18 03:00:00,126.276,126.357,126.25,126.326,0
2019-03-18 04:00:00,126.326,126.493,126.325,126.464,0
2019-03-18 05:00:00,126.464,126.492,126.428,126.434,0
2019-03-18 06:00:00,126.434,126.476,126.418,126.428,0
2019-03-18 07:00:00,126.428,126.456,126.403,126.448,0
2019-03-18 08:00:00,126.448,126.551,126.431,126.521,0
2019-03-18 09:00:00,126.521,126.579,126.469,126.526,0
2019-03-18 10:00:00,126.526,126.569,126.477,126.514,0
2019-03-18 11:00:00,126.514,126.558,126.439,126.534,0
2019-03-18 12:00:00,126.535,126.554,126.462,126.548,0
2019-03-18 13:00:00,126.548,126.65,126.529,126.638,0
2019-03-18 14:00:00,126.638,126.685,126.53,126.531,0
2019-03-18 15:00:00,126.53,126.551,126.494,126.53,0
2019-03-18 16:00:00,126.53,126.586,126.505,126.524,0
2019-03-18 17:00:00,126.524,126.555,126.288,126.297,0
2019-03-18 18:00:00,126.297,126.318,126.139,126.186,0
2019-03-18 19:00:00,126.188,126.241,126.177,126.215,0
2019-03-18 20:00:00,126.215,126.304,126.193,126.283,0
2019-03-18 21:00:00,126.285,126.339,126.216,126.339,0
2019-03-18 22:00:00,126.34,126.364,126.301,126.302,0
2019-03-18 23:00:00,126.302,126.353,126.267,126.325,0
2019-03-19 00:00:00,126.324,126.335,126.263,126.274,0
2019-03-19 01:00:00,126.277,126.319,126.249,126.268,0
2019-03-19 02:00:00,126.269,126.269,126.092,126.192,0
2019-03-19 03:00:00,126.192,126.314,126.178,126.199,0
2019-03-19 04:00:00,126.2,126.2,126.085,126.123,0
2019-03-19 05:00:00,126.124,126.215,126.107,126.202,0
2019-03-19 06:00:00,126.201,126.291,126.191,126.257,0
2019-03-19 07:00:00,126.257,126.27,126.193,126.223,0
2019-03-19 08:00:00,126.223,126.325,126.194,126.314,0
2019-03-19 09:00:00,126.312,126.327,126.231,126.257,0
2019-03-19 10:00:00,126.256,126.378,126.25,126.35,0
2019-03-19 11:00:00,126.35,126.391,126.305,126.324,0
2019-03-19 12:00:00,126.324,126.338,126.225,126.29,0
2019-03-19 13:00:00,126.29,126.428,126.275,126.349,0
2019-03-19 14:00:00,126.349,126.503,126.332,126.495,0
2019-03-19 15:00:00,126.495,126.608,126.381,126.384,0
2019-03-19 16:00:00,126.384,126.517,126.369,126.415,0
2019-03-19 17:00:00,126.415,126.498,126.374,126.391,0
2019-03-19 18:00:00,126.391,126.484,126.279,126.394,0
2019-03-19 19:00:00,126.394,126.502,126.356,126.444,0
2019-03-19 20:00:00,126.444,126.509,126.442,126.488,0
2019-03-19 21:00:00,126.488,126.533,126.411,126.525,0
2019-03-19 22:00:00,126.526,126.526,126.43,126.454,0
2019-03-19 23:00:00,126.454,126.47,126.356,126.45,0
2019-03-20 00:00:00,126.449,126.489,126.448,126.463,0
2019-03-20 01:00:00,126.462,126.532,126.451,126.53,0
2019-03-20 02:00:00,126.53,126.71,126.515,126.671,0
2019-03-20 03:00:00,126.671,126.741,126.645,126.67,0
2019-03-20 04:00:00,126.67,126.697,126.643,126.69,0
2019-03-20 05:00:00,126.69,126.698,126.63,126.644,0
2019-03-20 06:00:00,126.644,126.663,126.613,126.631,0
2019-03-20 07:00:00,126.63,126.666,126.575,126.58,0
2019-03-20 08:00:00,126.58,126.636,126.575,126.602,0
2019-03-20 09:00:00,126.602,126.701,126.577,126.63,0
2019-03-20 10:00:00,126.629,126.664,126.534,126.61,0
2019-03-20 11:00:00,126.611,126.653,126.556,126.601,0
2019-03-20 12:00:00,126.601,126.672,126.583,126.592,0
2019-03-20 13:00:00,126.592,126.686,126.577,126.678,0
2019-03-20 14:00:00,126.68,126.734,126.581,126.584,0
2019-03-20 15:00:00,126.585,126.665,126.527,126.588,0
2019-03-20 16:00:00,126.59,126.65,126.51,126.557,0
2019-03-20 17:00:00,126.556,126.615,126.48,126.505,0
2019-03-20 18:00:00,126.505,126.581,126.425,126.558,0
2019-03-20 19:00:00,126.558,126.658,126.521,126.631,0
2019-03-20 20:00:00,126.632,126.782,126.502,126.616,0
2019-03-20 21:00:00,126.615,126.654,126.408,126.466,0
2019-03-20 22:00:00,126.468,126.5,126.347,126.359,0
2019-03-20 23:00:00,126.358,126.448,126.236,126.379,0
2019-03-21 00:00:00,126.377,126.483,126.361,126.454,0
2019-03-21 01:00:00,126.453,126.506,126.41,126.462,0
2019-03-21 02:00:00,126.462,126.596,126.445,126.51,0
2019-03-21 03:00:00,126.51,126.555,126.472,126.477,0
2019-03-21 04:00:00,126.477,126.499,126.312,126.332,0
2019-03-21 05:00:00,126.332,126.354,126.173,126.203,0
2019-03-21 06:00:00,126.202,126.253,126.106,126.244,0
2019-03-21 07:00:00,126.243,126.262,126.186,126.217,0
2019-03-21 08:00:00,126.217,126.225,126.144,126.159,0
2019-03-21 09:00:00,126.159,126.23,125.956,125.963,0
2019-03-21 10:00:00,125.961,125.973,125.677,125.894,0
2019-03-21 11:00:00,125.893,126.01,125.85,126.001,0
2019-03-21 12:00:00,126.001,126.011,125.823,125.983,0
2019-03-21 13:00:00,125.983,126.06,125.827,125.862,0
2019-03-21 14:00:00,125.862,125.916,125.758,125.848,0
2019-03-21 15:00:00,125.848,126.113,125.839,126.063,0
2019-03-21 16:00:00,126.063,126.131,125.969,126.065,0
2019-03-21 17:00:00,126.066,126.111,125.907,125.927,0
2019-03-21 18:00:00,125.927,125.948,125.717,125.752,0
2019-03-21 19:00:00,125.752,125.843,125.701,125.841,0
2019-03-21 20:00:00,125.841,125.939,125.752,125.758,0
2019-03-21 21:00:00,125.757,125.946,125.756,125.946,0
2019-03-21 22:00:00,125.946,126.054,125.902,126.023,0
2019-03-21 23:00:00,126.006,126.097,126.004,126.064,0
2019-03-22 00:00:00,126.065,126.079,126.001,126.03,0
2019-03-22 01:00:00,126.031,126.047,125.967,126.033,0
2019-03-22 02:00:00,126.032,126.091,125.848,125.886,0
2019-03-22 03:00:00,125.886,125.923,125.78,125.911,0
2019-03-22 04:00:00,125.911,125.982,125.887,125.942,0
2019-03-22 05:00:00,125.942,126.021,125.918,125.997,0
2019-03-22 06:00:00,125.997,126.032,125.976,126.03,0
2019-03-22 07:00:00,126.031,126.098,126.002,126.06,0
2019-03-22 08:00:00,126.06,126.103,126.037,126.082,0
2019-03-22 09:00:00,126.082,126.168,126.016,126.124,0
2019-03-22 10:00:00,126.125,126.172,124.781,124.911,0
2019-03-22 11:00:00,124.909,125.08,124.767,124.928,0
2019-03-22 12:00:00,124.927,125.02,124.767,124.916,0
2019-03-22 13:00:00,124.916,124.929,124.611,124.653,0
2019-03-22 14:00:00,124.652,124.729,124.5,124.603,0
2019-03-22 15:00:00,124.603,124.678,124.381,124.393,0
2019-03-22 16:00:00,124.393,124.523,123.942,123.944,0
2019-03-22 17:00:00,123.944,124.201,123.814,123.836,0
2019-03-22 18:00:00,123.838,124.101,123.83,124.042,0
2019-03-22 19:00:00,124.042,124.313,124.025,124.295,0
2019-03-22 20:00:00,124.296,124.385,124.239,124.304,0
2019-03-22 21:00:00,124.304,124.37,124.151,124.208,0
2019-03-22 22:00:00,124.211,124.259,124.148,124.205,0
2019-03-25 00:00:00,124.246,124.301,124.19,124.259,0
2019-03-25 01:00:00,124.261,124.425,124.26,124.352,0
2019-03-25 02:00:00,124.353,124.401,123.91,123.969,0
2019-03-25 03:00:00,123.969,124.078,123.87,124.049,0
2019-03-25 04:00:00,124.049,124.08,123.986,124.008,0
2019-03-25 05:00:00,124.009,124.127,123.983,124.115,0
2019-03-25 06:00:00,124.115,124.279,124.087,124.245,0
2019-03-25 07:00:00,124.246,124.397,124.229,124.307,0
2019-03-25 08:00:00,124.305,124.307,124.17,124.27,0
2019-03-25 09:00:00,124.27,124.514,124.268,124.45,0
2019-03-25 10:00:00,124.448,124.616,124.33,124.494,0
2019-03-25 11:00:00,124.491,124.795,124.483,124.759,0
2019-03-25 12:00:00,124.759,124.811,124.611,124.613,0
2019-03-25 13:00:00,124.613,124.63,124.505,124.571,0
2019-03-25 14:00:00,124.571,124.668,124.514,124.57,0
2019-03-25 15:00:00,124.571,124.672,124.394,124.44,0
2019-03-25 16:00:00,124.44,124.635,124.339,124.598,0
2019-03-25 17:00:00,124.598,124.75,124.547,124.633,0
2019-03-25 18:00:00,124.633,124.665,124.401,124.461,0
2019-03-25 19:00:00,124.462,124.467,124.255,124.257,0
2019-03-25 20:00:00,124.257,124.53,124.228,124.486,0
2019-03-25 21:00:00,124.486,124.516,124.364,124.419,0
2019-03-25 22:00:00,124.423,124.454,124.375,124.377,0
2019-03-25 23:00:00,124.372,124.45,124.304,124.407,0
2019-03-26 00:00:00,124.407,124.557,124.403,124.494,0
2019-03-26 01:00:00,124.494,124.592,124.459,124.524,0
2019-03-26 02:00:00,124.524,124.699,124.48,124.69,0
2019-03-26 03:00:00,124.689,124.782,124.542,124.574,0
2019-03-26 04:00:00,124.574,124.627,124.505,124.521,0
2019-03-26 05:00:00,124.521,124.558,124.455,124.535,0
2019-03-26 06:00:00,124.535,124.577,124.461,124.461,0
2019-03-26 07:00:00,124.461,124.567,124.459,124.531,0
2019-03-26 08:00:00,124.531,124.575,124.421,124.529,0
2019-03-26 09:00:00,124.528,124.689,124.47,124.645,0
2019-03-26 10:00:00,124.645,124.673,124.475,124.529,0
2019-03-26 11:00:00,124.529,124.934,124.529,124.912,0
2019-03-26 12:00:00,124.912,125.003,124.875,124.968,0
2019-03-26 13:00:00,124.967,124.967,124.848,124.877,0
2019-03-26 14:00:00,124.877,124.914,124.664,124.695,0
2019-03-26 15:00:00,124.695,124.903,124.682,124.873,0
2019-03-26 16:00:00,124.875,124.984,124.801,124.921,0
2019-03-26 17:00:00,124.923,124.926,124.606,124.615,0
2019-03-26 18:00:00,124.616,124.785,124.601,124.747,0
2019-03-26 19:00:00,124.747,124.762,124.606,124.63,0
2019-03-26 20:00:00,124.629,124.65,124.512,124.635,0
2019-03-26 21:00:00,124.636,124.651,124.543,124.626,0
2019-03-26 22:00:00,124.624,124.644,124.52,124.625,0
2019-03-26 23:00:00,124.625,124.694,124.553,124.66,0
2019-03-27 00:00:00,124.659,124.671,124.53,124.615,0
2019-03-27 01:00:00,124.613,124.652,124.559,124.649,0
2019-03-27 02:00:00,124.649,124.663,124.337,124.547,0
2019-03-27 03:00:00,124.547,124.547,124.406,124.435,0
2019-03-27 04:00:00,124.435,124.44,124.256,124.431,0
2019-03-27 05:00:00,124.43,124.442,124.387,124.39,0
2019-03-27 06:00:00,124.39,124.528,124.388,124.501,0
2019-03-27 07:00:00,124.501,124.531,124.431,124.531,0
2019-03-27 08:00:00,124.53,124.542,124.445,124.523,0
2019-03-27 09:00:00,124.522,124.608,124.393,124.536,0
2019-03-27 10:00:00,124.536,124.686,124.462,124.631,0
2019-03-27 11:00:00,124.631,124.73,124.532,124.566,0
2019-03-27 12:00:00,124.565,124.567,124.384,124.394,0
2019-03-27 13:00:00,124.395,124.552,124.254,124.552,0
2019-03-27 14:00:00,124.557,124.605,124.387,124.501,0
2019-03-27 15:00:00,124.501,124.569,124.227,124.28,0
2019-03-27 16:00:00,124.281,124.406,124.085,124.194,0
2019-03-27 17:00:00,124.192,124.227,124.042,124.189,0
2019-03-27 18:00:00,124.189,124.338,124.111,124.301,0
2019-03-27 19:00:00,124.3,124.4,124.268,124.34,0
